img_path,true_class,top_n预测正确,top-1-predicted-class,top-1-probs,top-2-predicted-class,top-2-probs,top-3-predicted-class,top-3-probs,class_云南省_prob,class_广西省_prob,class_未知_prob,class_浙江省_prob,class_贵州省_prob,class_陕西省_prob
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7823.png,贵州省,1,贵州省,0.97082,云南省,0.02817,浙江省,0.00057,0.02817,0.0003,0.0,0.00057,0.97082,0.00015
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7830.png,贵州省,1,贵州省,0.99995,陕西省,3e-05,云南省,2e-05,2e-05,0.0,0.0,0.0,0.99995,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7832.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7834.png,贵州省,1,贵州省,0.97402,云南省,0.02368,广西省,0.00229,0.02368,0.00229,0.0,0.0,0.97402,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7846.png,贵州省,1,贵州省,0.98932,广西省,0.01056,陕西省,7e-05,4e-05,0.01056,0.0,1e-05,0.98932,7e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7853.png,贵州省,1,贵州省,0.92153,陕西省,0.06512,广西省,0.01325,9e-05,0.01325,0.0,1e-05,0.92153,0.06512
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7857.png,贵州省,1,贵州省,0.99944,广西省,0.00029,陕西省,0.00021,3e-05,0.00029,0.0,3e-05,0.99944,0.00021
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\786.png,未知,1,未知,1.0,云南省,0.0,广西省,0.0,0.0,0.0,1.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7864.png,贵州省,1,贵州省,0.99991,陕西省,5e-05,广西省,4e-05,0.0,4e-05,0.0,0.0,0.99991,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7865.png,贵州省,1,贵州省,0.99733,广西省,0.00209,陕西省,0.00057,1e-05,0.00209,0.0,0.0,0.99733,0.00057
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7872.png,贵州省,1,贵州省,0.97032,陕西省,0.02125,广西省,0.00797,0.00043,0.00797,0.0,2e-05,0.97032,0.02125
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7876.png,贵州省,1,贵州省,0.99924,广西省,0.00053,陕西省,0.00021,1e-05,0.00053,0.0,0.0,0.99924,0.00021
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7879.png,贵州省,1,贵州省,0.97698,陕西省,0.01823,广西省,0.00412,1e-05,0.00412,0.0,0.00066,0.97698,0.01823
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7881.png,贵州省,1,贵州省,0.99891,陕西省,0.00046,广西省,0.00045,8e-05,0.00045,0.0,0.00011,0.99891,0.00046
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7884.png,贵州省,1,贵州省,0.99587,陕西省,0.0039,云南省,0.00011,0.00011,8e-05,0.0,4e-05,0.99587,0.0039
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7885.png,贵州省,1,贵州省,0.99131,浙江省,0.00653,陕西省,0.00179,0.00024,0.00013,0.0,0.00653,0.99131,0.00179
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7889.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7897.png,贵州省,1,贵州省,0.99959,云南省,0.00041,广西省,0.0,0.00041,0.0,0.0,0.0,0.99959,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7898.png,贵州省,1,贵州省,0.99993,陕西省,6e-05,云南省,0.0,0.0,0.0,0.0,0.0,0.99993,6e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\79.png,云南省,1,云南省,1.0,广西省,0.0,未知,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7907.png,贵州省,1,贵州省,0.99993,陕西省,6e-05,云南省,1e-05,1e-05,0.0,0.0,0.0,0.99993,6e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7914.png,贵州省,1,浙江省,0.77164,贵州省,0.21996,云南省,0.00501,0.00501,0.0002,0.00298,0.77164,0.21996,0.00021
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7929.png,贵州省,1,贵州省,0.99435,云南省,0.00565,广西省,0.0,0.00565,0.0,0.0,0.0,0.99435,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7935.png,贵州省,1,贵州省,0.98542,云南省,0.0088,陕西省,0.00539,0.0088,8e-05,0.00015,0.00017,0.98542,0.00539
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7936.png,贵州省,1,贵州省,0.99962,云南省,0.00036,陕西省,2e-05,0.00036,0.0,0.0,1e-05,0.99962,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7940.png,贵州省,1,贵州省,0.97906,陕西省,0.01664,浙江省,0.00398,0.00023,0.0,9e-05,0.00398,0.97906,0.01664
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7941.png,贵州省,1,贵州省,0.99991,浙江省,8e-05,云南省,1e-05,1e-05,0.0,0.0,8e-05,0.99991,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7943.png,贵州省,1,贵州省,0.49922,陕西省,0.45443,浙江省,0.04255,0.00348,4e-05,0.00027,0.04255,0.49922,0.45443
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7946.png,贵州省,1,贵州省,0.99305,云南省,0.00666,陕西省,0.00016,0.00666,0.00013,0.0,0.0,0.99305,0.00016
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7954.png,贵州省,1,贵州省,0.95542,广西省,0.0436,云南省,0.00085,0.00085,0.0436,2e-05,0.0001,0.95542,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7955.png,贵州省,1,贵州省,0.99961,云南省,0.00026,陕西省,8e-05,0.00026,1e-05,0.0,5e-05,0.99961,8e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7959.png,贵州省,1,贵州省,0.99953,浙江省,0.00041,陕西省,4e-05,0.0,0.0,1e-05,0.00041,0.99953,4e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7970.png,贵州省,1,贵州省,0.59296,云南省,0.40262,广西省,0.00416,0.40262,0.00416,0.0,0.0,0.59296,0.00026
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7973.png,贵州省,1,贵州省,0.99117,浙江省,0.00715,云南省,0.00096,0.00096,2e-05,0.0,0.00715,0.99117,0.0007
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7975.png,贵州省,1,浙江省,0.5146,广西省,0.27168,贵州省,0.1692,0.02655,0.27168,0.0,0.5146,0.1692,0.01797
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7980.png,贵州省,1,贵州省,0.99992,浙江省,6e-05,陕西省,2e-05,0.0,0.0,0.0,6e-05,0.99992,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7982.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7983.png,贵州省,1,贵州省,0.99951,浙江省,0.00048,云南省,0.0,0.0,0.0,0.0,0.00048,0.99951,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7991.png,贵州省,1,贵州省,0.99125,云南省,0.00499,陕西省,0.00319,0.00499,7e-05,0.0,0.0005,0.99125,0.00319
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7992.png,贵州省,1,贵州省,0.99987,陕西省,0.00011,云南省,1e-05,1e-05,0.0,0.0,0.0,0.99987,0.00011
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7993.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7994.png,贵州省,1,贵州省,0.99996,云南省,4e-05,广西省,0.0,4e-05,0.0,0.0,0.0,0.99996,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7999.png,贵州省,1,贵州省,0.98076,陕西省,0.01727,云南省,0.00146,0.00146,2e-05,0.0,0.0005,0.98076,0.01727
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8002.png,贵州省,1,贵州省,0.95566,云南省,0.02805,广西省,0.01087,0.02805,0.01087,0.0,0.00064,0.95566,0.00477
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8003.png,贵州省,1,贵州省,0.99989,广西省,0.00011,云南省,0.0,0.0,0.00011,0.0,0.0,0.99989,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8008.png,贵州省,1,贵州省,0.9958,浙江省,0.00259,陕西省,0.0012,0.00033,7e-05,0.0,0.00259,0.9958,0.0012
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8015.png,贵州省,1,贵州省,0.99917,浙江省,0.00026,云南省,0.00025,0.00025,0.00016,0.0,0.00026,0.99917,0.00016
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8018.png,贵州省,1,贵州省,0.98588,云南省,0.01404,广西省,5e-05,0.01404,5e-05,0.0,2e-05,0.98588,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8022.png,贵州省,1,贵州省,0.72494,陕西省,0.26371,浙江省,0.0058,0.00548,8e-05,0.0,0.0058,0.72494,0.26371
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8026.png,贵州省,1,贵州省,0.99968,浙江省,0.00026,云南省,4e-05,4e-05,1e-05,0.0,0.00026,0.99968,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8027.png,贵州省,1,贵州省,0.99996,云南省,2e-05,浙江省,1e-05,2e-05,0.0,0.0,1e-05,0.99996,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8029.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8030.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8037.png,贵州省,1,贵州省,0.99985,云南省,0.00015,广西省,0.0,0.00015,0.0,0.0,0.0,0.99985,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8039.png,贵州省,1,贵州省,0.99991,云南省,7e-05,广西省,1e-05,7e-05,1e-05,0.0,0.0,0.99991,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\804.png,未知,1,未知,0.99815,浙江省,0.00104,云南省,0.00054,0.00054,5e-05,0.99815,0.00104,6e-05,0.00015
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8043.png,贵州省,1,贵州省,0.9993,浙江省,0.00055,陕西省,0.00012,1e-05,1e-05,0.0,0.00055,0.9993,0.00012
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8046.png,贵州省,1,贵州省,0.9883,广西省,0.01101,云南省,0.00051,0.00051,0.01101,0.0,0.00013,0.9883,4e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8049.png,贵州省,1,贵州省,0.95345,浙江省,0.04654,陕西省,1e-05,0.0,0.0,0.0,0.04654,0.95345,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\805.png,未知,1,未知,0.99874,陕西省,0.00094,浙江省,0.0002,9e-05,0.0,0.99874,0.0002,4e-05,0.00094
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8050.png,贵州省,1,贵州省,0.90801,浙江省,0.08675,陕西省,0.00339,0.0003,0.00147,8e-05,0.08675,0.90801,0.00339
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8058.png,贵州省,1,贵州省,0.99966,陕西省,0.00032,云南省,1e-05,1e-05,0.0,0.0,1e-05,0.99966,0.00032
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\806.png,未知,1,未知,0.99999,贵州省,1e-05,云南省,0.0,0.0,0.0,0.99999,0.0,1e-05,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8064.png,贵州省,1,贵州省,0.96802,广西省,0.01999,浙江省,0.00959,2e-05,0.01999,1e-05,0.00959,0.96802,0.00237
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8065.png,贵州省,1,贵州省,0.98792,广西省,0.00864,云南省,0.00266,0.00266,0.00864,0.0,3e-05,0.98792,0.00075
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8066.png,贵州省,1,贵州省,0.99952,浙江省,0.00048,陕西省,1e-05,0.0,0.0,0.0,0.00048,0.99952,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8069.png,贵州省,1,贵州省,0.99953,浙江省,0.00028,广西省,9e-05,0.0,9e-05,0.0,0.00028,0.99953,9e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8073.png,贵州省,1,贵州省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8081.png,贵州省,1,贵州省,0.99924,广西省,0.00053,陕西省,0.00019,2e-05,0.00053,0.0,2e-05,0.99924,0.00019
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8086.png,贵州省,1,贵州省,0.99414,浙江省,0.00568,未知,0.00014,2e-05,0.0,0.00014,0.00568,0.99414,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8088.png,贵州省,1,陕西省,0.49827,贵州省,0.36085,浙江省,0.1007,0.04012,5e-05,1e-05,0.1007,0.36085,0.49827
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8090.png,贵州省,1,贵州省,0.98092,浙江省,0.01875,陕西省,0.00029,2e-05,3e-05,0.0,0.01875,0.98092,0.00029
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8094.png,贵州省,1,贵州省,0.98523,陕西省,0.01238,云南省,0.00226,0.00226,0.0,4e-05,0.0001,0.98523,0.01238
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8104.png,贵州省,1,贵州省,0.99977,陕西省,0.00018,云南省,4e-05,4e-05,0.0,0.0,0.0,0.99977,0.00018
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8107.png,贵州省,1,贵州省,0.99748,云南省,0.00221,陕西省,0.00027,0.00221,1e-05,0.0,1e-05,0.99748,0.00027
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8108.png,贵州省,1,贵州省,0.99992,浙江省,6e-05,云南省,2e-05,2e-05,0.0,0.0,6e-05,0.99992,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\811.png,未知,1,未知,0.99986,浙江省,7e-05,云南省,6e-05,6e-05,1e-05,0.99986,7e-05,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8120.png,贵州省,1,贵州省,0.99779,云南省,0.00219,浙江省,1e-05,0.00219,0.0,0.0,1e-05,0.99779,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8127.png,贵州省,1,贵州省,0.99993,未知,4e-05,陕西省,2e-05,0.0,0.0,4e-05,1e-05,0.99993,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8128.png,贵州省,1,贵州省,0.99655,云南省,0.00317,陕西省,0.00018,0.00317,0.0,0.0,0.0001,0.99655,0.00018
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\813.png,未知,1,未知,1.0,云南省,0.0,广西省,0.0,0.0,0.0,1.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8131.png,贵州省,1,贵州省,0.99979,陕西省,0.00016,云南省,2e-05,2e-05,1e-05,0.0,2e-05,0.99979,0.00016
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8134.png,贵州省,1,贵州省,0.99996,浙江省,3e-05,陕西省,1e-05,0.0,0.0,0.0,3e-05,0.99996,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8139.png,贵州省,1,贵州省,0.99943,浙江省,0.00053,陕西省,3e-05,0.0,0.0,0.0,0.00053,0.99943,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\814.png,未知,1,未知,0.99999,陕西省,1e-05,云南省,0.0,0.0,0.0,0.99999,0.0,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8140.png,贵州省,1,贵州省,0.99581,陕西省,0.00269,未知,0.00075,0.00035,0.0,0.00075,0.0004,0.99581,0.00269
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8141.png,贵州省,1,贵州省,0.98865,浙江省,0.0112,云南省,6e-05,6e-05,2e-05,2e-05,0.0112,0.98865,6e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8145.png,贵州省,1,贵州省,0.9915,云南省,0.00848,广西省,2e-05,0.00848,2e-05,0.0,0.0,0.9915,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8156.png,贵州省,1,贵州省,0.97168,云南省,0.02651,陕西省,0.00175,0.02651,0.0,6e-05,1e-05,0.97168,0.00175
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\816.png,未知,1,未知,0.99897,云南省,0.00072,贵州省,0.00018,0.00072,2e-05,0.99897,0.0001,0.00018,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8164.png,陕西省,1,陕西省,0.87056,广西省,0.12944,云南省,0.0,0.0,0.12944,0.0,0.0,0.0,0.87056
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\817.png,未知,1,未知,0.99998,浙江省,2e-05,云南省,0.0,0.0,0.0,0.99998,2e-05,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8172.png,陕西省,1,陕西省,0.99568,广西省,0.00247,贵州省,0.00183,1e-05,0.00247,0.0,0.0,0.00183,0.99568
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8173.png,陕西省,1,陕西省,0.89643,广西省,0.10336,贵州省,0.00021,0.0,0.10336,0.0,0.0,0.00021,0.89643
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8174.png,陕西省,1,陕西省,0.9962,广西省,0.00378,浙江省,1e-05,0.0,0.00378,0.0,1e-05,0.0,0.9962
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8181.png,陕西省,1,陕西省,0.99924,广西省,0.00076,云南省,0.0,0.0,0.00076,0.0,0.0,0.0,0.99924
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8182.png,陕西省,1,陕西省,0.92391,广西省,0.07608,浙江省,1e-05,0.0,0.07608,0.0,1e-05,0.0,0.92391
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8192.png,陕西省,1,陕西省,0.90122,广西省,0.09854,贵州省,0.00019,0.0,0.09854,0.0,4e-05,0.00019,0.90122
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\820.png,未知,1,未知,0.99999,云南省,0.0,广西省,0.0,0.0,0.0,0.99999,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8203.png,陕西省,1,陕西省,0.99302,广西省,0.00697,贵州省,1e-05,0.0,0.00697,0.0,0.0,1e-05,0.99302
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8214.png,陕西省,1,陕西省,0.98787,广西省,0.01213,云南省,0.0,0.0,0.01213,0.0,0.0,0.0,0.98787
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8218.png,陕西省,1,陕西省,0.99869,广西省,0.00122,贵州省,8e-05,1e-05,0.00122,0.0,0.0,8e-05,0.99869
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8227.png,陕西省,1,陕西省,0.99513,广西省,0.00487,云南省,0.0,0.0,0.00487,0.0,0.0,0.0,0.99513
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8233.png,陕西省,1,陕西省,0.98948,广西省,0.00843,贵州省,0.00152,0.00021,0.00843,0.0,0.00036,0.00152,0.98948
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8237.png,陕西省,1,广西省,0.51235,陕西省,0.48199,贵州省,0.00444,8e-05,0.51235,0.0,0.00114,0.00444,0.48199
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8240.png,陕西省,1,陕西省,0.99997,广西省,2e-05,云南省,0.0,0.0,2e-05,0.0,0.0,0.0,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\825.png,未知,1,未知,0.99939,广西省,0.00028,贵州省,0.00018,8e-05,0.00028,0.99939,6e-05,0.00018,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8250.png,陕西省,1,云南省,0.96299,陕西省,0.03328,贵州省,0.00279,0.96299,1e-05,0.0,0.00093,0.00279,0.03328
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8259.png,陕西省,1,广西省,0.55892,陕西省,0.44002,贵州省,0.00104,1e-05,0.55892,0.0,1e-05,0.00104,0.44002
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8270.png,陕西省,1,陕西省,0.97385,广西省,0.02612,浙江省,1e-05,0.0,0.02612,0.0,1e-05,1e-05,0.97385
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8274.png,陕西省,1,陕西省,0.99994,广西省,6e-05,云南省,0.0,0.0,6e-05,0.0,0.0,0.0,0.99994
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8277.png,陕西省,1,陕西省,0.99983,广西省,0.00017,云南省,0.0,0.0,0.00017,0.0,0.0,0.0,0.99983
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8280.png,陕西省,1,陕西省,0.93913,广西省,0.06087,云南省,0.0,0.0,0.06087,0.0,0.0,0.0,0.93913
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8285.png,陕西省,1,陕西省,0.93614,广西省,0.06373,浙江省,9e-05,3e-05,0.06373,0.0,9e-05,2e-05,0.93614
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8287.png,陕西省,1,陕西省,0.99248,广西省,0.00746,云南省,6e-05,6e-05,0.00746,0.0,0.0,1e-05,0.99248
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8288.png,陕西省,1,陕西省,0.9009,广西省,0.09826,贵州省,0.0004,0.00036,0.09826,0.0,8e-05,0.0004,0.9009
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8289.png,陕西省,1,陕西省,0.99796,广西省,0.00187,贵州省,0.0001,3e-05,0.00187,0.0,3e-05,0.0001,0.99796
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\829.png,未知,1,未知,1.0,云南省,0.0,广西省,0.0,0.0,0.0,1.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8292.png,陕西省,1,陕西省,0.60072,云南省,0.39816,浙江省,0.00079,0.39816,0.00033,1e-05,0.00079,0.0,0.60072
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8298.png,陕西省,1,陕西省,0.97326,广西省,0.02674,云南省,0.0,0.0,0.02674,0.0,0.0,0.0,0.97326
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\830.png,未知,1,未知,0.9997,贵州省,0.00028,陕西省,2e-05,0.0,0.0,0.9997,0.0,0.00028,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8302.png,陕西省,1,陕西省,0.99814,广西省,0.00182,云南省,3e-05,3e-05,0.00182,0.0,1e-05,0.0,0.99814
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8305.png,陕西省,1,陕西省,0.99847,广西省,0.00148,浙江省,4e-05,0.0,0.00148,0.0,4e-05,0.0,0.99847
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8307.png,陕西省,1,陕西省,0.99993,浙江省,5e-05,广西省,1e-05,0.0,1e-05,0.0,5e-05,0.0,0.99993
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8308.png,陕西省,1,陕西省,0.99944,广西省,0.00055,云南省,0.0,0.0,0.00055,0.0,0.0,0.0,0.99944
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\831.png,未知,1,未知,0.99993,贵州省,6e-05,浙江省,1e-05,0.0,0.0,0.99993,1e-05,6e-05,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8314.png,陕西省,1,陕西省,0.99986,广西省,0.00014,云南省,0.0,0.0,0.00014,0.0,0.0,0.0,0.99986
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8321.png,陕西省,1,陕西省,0.99964,广西省,0.00022,云南省,0.00013,0.00013,0.00022,0.0,2e-05,0.0,0.99964
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8326.png,陕西省,1,陕西省,0.99613,广西省,0.00386,浙江省,1e-05,0.0,0.00386,0.0,1e-05,0.0,0.99613
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8327.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
