img_path,true_class,top_n预测正确,top-1-predicted-class,top-1-probs,top-2-predicted-class,top-2-probs,top-3-predicted-class,top-3-probs,class_未知_prob,class_浙江省_prob,class_非浙江_prob
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7288.png,浙江省,1,浙江省,1.0,未知,0.0,非浙江,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7298.png,浙江省,1,浙江省,0.97795,非浙江,0.02205,未知,0.0,0.0,0.97795,0.02205
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\730.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7300.png,浙江省,1,浙江省,0.99912,非浙江,0.00088,未知,0.0,0.0,0.99912,0.00088
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7302.png,浙江省,1,浙江省,0.99999,非浙江,1e-05,未知,0.0,0.0,0.99999,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7304.png,浙江省,1,浙江省,0.99996,非浙江,4e-05,未知,0.0,0.0,0.99996,4e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7316.png,浙江省,1,浙江省,0.99869,非浙江,0.00131,未知,0.0,0.0,0.99869,0.00131
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7317.png,浙江省,1,浙江省,0.99974,非浙江,0.00026,未知,0.0,0.0,0.99974,0.00026
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7319.png,浙江省,1,浙江省,0.99995,非浙江,5e-05,未知,0.0,0.0,0.99995,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7326.png,浙江省,1,浙江省,0.764,非浙江,0.236,未知,0.0,0.0,0.764,0.236
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7327.png,浙江省,1,浙江省,0.64234,非浙江,0.35766,未知,0.0,0.0,0.64234,0.35766
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7328.png,浙江省,1,浙江省,0.99799,非浙江,0.00201,未知,0.0,0.0,0.99799,0.00201
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7329.png,浙江省,1,浙江省,0.99849,非浙江,0.00151,未知,0.0,0.0,0.99849,0.00151
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7330.png,浙江省,1,浙江省,0.99975,非浙江,0.00025,未知,0.0,0.0,0.99975,0.00025
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7333.png,浙江省,1,浙江省,0.99982,非浙江,0.00018,未知,0.0,0.0,0.99982,0.00018
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7335.png,浙江省,1,浙江省,0.99994,非浙江,6e-05,未知,0.0,0.0,0.99994,6e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7342.png,浙江省,1,浙江省,0.99999,非浙江,1e-05,未知,0.0,0.0,0.99999,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7359.png,浙江省,1,浙江省,0.9999,非浙江,0.0001,未知,0.0,0.0,0.9999,0.0001
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\736.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7361.png,浙江省,1,浙江省,0.99864,非浙江,0.00136,未知,0.0,0.0,0.99864,0.00136
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7364.png,浙江省,1,浙江省,0.99913,非浙江,0.00087,未知,0.0,0.0,0.99913,0.00087
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7367.png,浙江省,1,浙江省,0.99524,非浙江,0.00476,未知,0.0,0.0,0.99524,0.00476
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7375.png,浙江省,1,浙江省,0.86589,非浙江,0.13403,未知,8e-05,8e-05,0.86589,0.13403
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7376.png,浙江省,1,浙江省,0.98083,非浙江,0.01917,未知,0.0,0.0,0.98083,0.01917
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7380.png,浙江省,1,浙江省,0.98699,非浙江,0.01301,未知,0.0,0.0,0.98699,0.01301
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7381.png,浙江省,1,非浙江,0.59918,浙江省,0.40082,未知,1e-05,1e-05,0.40082,0.59918
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7382.png,浙江省,1,浙江省,0.87266,非浙江,0.1273,未知,4e-05,4e-05,0.87266,0.1273
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7392.png,浙江省,1,浙江省,0.99996,非浙江,4e-05,未知,0.0,0.0,0.99996,4e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7403.png,浙江省,1,浙江省,0.9757,非浙江,0.0243,未知,0.0,0.0,0.9757,0.0243
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7404.png,浙江省,1,浙江省,0.75434,非浙江,0.24566,未知,0.0,0.0,0.75434,0.24566
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7413.png,浙江省,1,浙江省,0.99855,非浙江,0.00145,未知,0.0,0.0,0.99855,0.00145
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7414.png,浙江省,1,浙江省,0.99564,非浙江,0.00436,未知,0.0,0.0,0.99564,0.00436
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7432.png,浙江省,1,浙江省,0.72164,非浙江,0.27836,未知,0.0,0.0,0.72164,0.27836
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7441.png,浙江省,1,浙江省,0.99311,非浙江,0.00689,未知,0.0,0.0,0.99311,0.00689
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7442.png,浙江省,1,浙江省,0.99786,非浙江,0.00214,未知,0.0,0.0,0.99786,0.00214
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\745.png,未知,1,未知,0.99993,非浙江,5e-05,浙江省,2e-05,0.99993,2e-05,5e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7454.png,浙江省,1,浙江省,0.99865,非浙江,0.00135,未知,0.0,0.0,0.99865,0.00135
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7459.png,浙江省,1,浙江省,0.96378,非浙江,0.03622,未知,0.0,0.0,0.96378,0.03622
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7464.png,浙江省,1,浙江省,0.99627,非浙江,0.00372,未知,1e-05,1e-05,0.99627,0.00372
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\747.png,未知,1,未知,0.99999,非浙江,1e-05,浙江省,0.0,0.99999,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7476.png,浙江省,1,浙江省,0.99793,非浙江,0.00207,未知,0.0,0.0,0.99793,0.00207
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7477.png,浙江省,1,浙江省,0.99348,非浙江,0.00652,未知,0.0,0.0,0.99348,0.00652
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7484.png,浙江省,1,浙江省,0.95825,非浙江,0.04175,未知,0.0,0.0,0.95825,0.04175
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7490.png,浙江省,1,浙江省,0.97928,非浙江,0.01703,未知,0.0037,0.0037,0.97928,0.01703
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7493.png,浙江省,1,浙江省,0.9887,非浙江,0.0113,未知,0.0,0.0,0.9887,0.0113
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7497.png,浙江省,1,浙江省,0.99989,非浙江,0.00011,未知,0.0,0.0,0.99989,0.00011
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\75.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7504.png,浙江省,1,浙江省,0.55568,非浙江,0.44431,未知,0.0,0.0,0.55568,0.44431
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7508.png,浙江省,1,浙江省,0.99886,非浙江,0.00114,未知,0.0,0.0,0.99886,0.00114
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7510.png,浙江省,1,浙江省,0.99996,非浙江,4e-05,未知,0.0,0.0,0.99996,4e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7517.png,浙江省,1,浙江省,1.0,未知,0.0,非浙江,0.0,0.0,1.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7520.png,浙江省,1,浙江省,0.99869,非浙江,0.00131,未知,0.0,0.0,0.99869,0.00131
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7524.png,浙江省,1,浙江省,0.99996,非浙江,4e-05,未知,1e-05,1e-05,0.99996,4e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7525.png,浙江省,1,浙江省,0.9937,非浙江,0.00629,未知,1e-05,1e-05,0.9937,0.00629
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7531.png,浙江省,1,浙江省,0.99623,非浙江,0.00377,未知,0.0,0.0,0.99623,0.00377
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\754.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7555.png,浙江省,1,非浙江,0.50279,浙江省,0.49721,未知,0.0,0.0,0.49721,0.50279
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7556.png,浙江省,1,浙江省,0.9991,非浙江,0.00088,未知,2e-05,2e-05,0.9991,0.00088
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7558.png,浙江省,1,浙江省,0.99785,非浙江,0.00211,未知,4e-05,4e-05,0.99785,0.00211
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7563.png,浙江省,1,浙江省,0.96607,非浙江,0.03392,未知,1e-05,1e-05,0.96607,0.03392
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7565.png,浙江省,1,浙江省,0.93464,非浙江,0.06517,未知,0.00019,0.00019,0.93464,0.06517
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7566.png,浙江省,1,浙江省,0.99993,非浙江,7e-05,未知,0.0,0.0,0.99993,7e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7569.png,浙江省,1,浙江省,0.99994,非浙江,6e-05,未知,0.0,0.0,0.99994,6e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7577.png,浙江省,1,浙江省,0.99997,非浙江,3e-05,未知,0.0,0.0,0.99997,3e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7580.png,浙江省,1,浙江省,0.9989,非浙江,0.0011,未知,0.0,0.0,0.9989,0.0011
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7593.png,浙江省,1,浙江省,0.79559,非浙江,0.20439,未知,1e-05,1e-05,0.79559,0.20439
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7594.png,浙江省,1,浙江省,0.9884,非浙江,0.0115,未知,0.0001,0.0001,0.9884,0.0115
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7605.png,浙江省,1,浙江省,0.85718,非浙江,0.14282,未知,0.0,0.0,0.85718,0.14282
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7611.png,浙江省,1,浙江省,0.98238,非浙江,0.01762,未知,0.0,0.0,0.98238,0.01762
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7614.png,浙江省,1,浙江省,0.99929,非浙江,0.00071,未知,0.0,0.0,0.99929,0.00071
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7622.png,浙江省,1,浙江省,0.99583,非浙江,0.00416,未知,0.0,0.0,0.99583,0.00416
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7625.png,浙江省,1,非浙江,0.92763,浙江省,0.07237,未知,0.0,0.0,0.07237,0.92763
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7629.png,浙江省,1,浙江省,0.93991,非浙江,0.06008,未知,0.0,0.0,0.93991,0.06008
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7643.png,浙江省,1,浙江省,0.69392,非浙江,0.30607,未知,2e-05,2e-05,0.69392,0.30607
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\765.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7652.png,浙江省,1,浙江省,0.95089,非浙江,0.04911,未知,0.0,0.0,0.95089,0.04911
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7653.png,浙江省,1,浙江省,0.9887,非浙江,0.0113,未知,0.0,0.0,0.9887,0.0113
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7655.png,浙江省,1,浙江省,0.77913,非浙江,0.22085,未知,3e-05,3e-05,0.77913,0.22085
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\766.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7671.png,浙江省,1,浙江省,0.96591,非浙江,0.03408,未知,1e-05,1e-05,0.96591,0.03408
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7684.png,非浙江,1,非浙江,0.89812,浙江省,0.10188,未知,0.0,0.0,0.10188,0.89812
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7690.png,非浙江,1,非浙江,0.98639,浙江省,0.01361,未知,0.0,0.0,0.01361,0.98639
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\77.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7700.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7709.png,非浙江,1,非浙江,0.99994,浙江省,6e-05,未知,0.0,0.0,6e-05,0.99994
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7721.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7727.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7728.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7729.png,非浙江,1,非浙江,0.98857,浙江省,0.01143,未知,0.0,0.0,0.01143,0.98857
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7732.png,非浙江,1,非浙江,0.85701,浙江省,0.14299,未知,0.0,0.0,0.14299,0.85701
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\774.png,未知,1,未知,1.0,浙江省,0.0,非浙江,0.0,1.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7747.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7749.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7752.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7764.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7774.png,非浙江,1,非浙江,0.99992,浙江省,8e-05,未知,0.0,0.0,8e-05,0.99992
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7789.png,非浙江,1,非浙江,0.98204,浙江省,0.01796,未知,0.0,0.0,0.01796,0.98204
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7794.png,非浙江,1,非浙江,0.99995,浙江省,5e-05,未知,0.0,0.0,5e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7796.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7798.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7809.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\781.png,未知,1,未知,0.9612,非浙江,0.03806,浙江省,0.00074,0.9612,0.00074,0.03806
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7812.png,非浙江,1,非浙江,0.99955,浙江省,0.00045,未知,0.0,0.0,0.00045,0.99955
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7813.png,非浙江,1,非浙江,0.99221,浙江省,0.00769,未知,0.00011,0.00011,0.00769,0.99221
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7823.png,非浙江,1,非浙江,0.99218,浙江省,0.00782,未知,0.0,0.0,0.00782,0.99218
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7830.png,非浙江,1,非浙江,0.99996,浙江省,4e-05,未知,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7832.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7834.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7846.png,非浙江,1,非浙江,0.99389,浙江省,0.0061,未知,0.0,0.0,0.0061,0.99389
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7853.png,非浙江,1,非浙江,0.99825,浙江省,0.00175,未知,0.0,0.0,0.00175,0.99825
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7857.png,非浙江,1,非浙江,0.93839,浙江省,0.06161,未知,0.0,0.0,0.06161,0.93839
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\786.png,未知,1,未知,0.99999,非浙江,1e-05,浙江省,0.0,0.99999,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7864.png,非浙江,1,非浙江,0.99754,浙江省,0.00246,未知,0.0,0.0,0.00246,0.99754
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7865.png,非浙江,1,非浙江,0.99498,浙江省,0.00502,未知,0.0,0.0,0.00502,0.99498
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7872.png,非浙江,1,非浙江,0.99625,浙江省,0.00375,未知,0.0,0.0,0.00375,0.99625
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7876.png,非浙江,1,非浙江,0.99961,浙江省,0.00039,未知,0.0,0.0,0.00039,0.99961
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7879.png,非浙江,1,非浙江,0.96072,浙江省,0.03927,未知,1e-05,1e-05,0.03927,0.96072
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7881.png,非浙江,1,非浙江,0.98725,浙江省,0.01275,未知,0.0,0.0,0.01275,0.98725
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7884.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7885.png,非浙江,1,非浙江,0.99594,浙江省,0.00406,未知,0.0,0.0,0.00406,0.99594
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7889.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7897.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7898.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\79.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7907.png,非浙江,1,非浙江,0.99969,浙江省,0.00031,未知,0.0,0.0,0.00031,0.99969
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7914.png,非浙江,1,非浙江,0.88274,浙江省,0.11511,未知,0.00215,0.00215,0.11511,0.88274
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7929.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7935.png,非浙江,1,非浙江,0.99991,浙江省,9e-05,未知,0.0,0.0,9e-05,0.99991
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7936.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7940.png,非浙江,1,非浙江,0.99965,浙江省,0.00034,未知,1e-05,1e-05,0.00034,0.99965
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7941.png,非浙江,1,非浙江,0.98363,浙江省,0.01637,未知,0.0,0.0,0.01637,0.98363
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7943.png,非浙江,1,非浙江,0.99114,浙江省,0.00854,未知,0.00032,0.00032,0.00854,0.99114
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7946.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7954.png,非浙江,1,非浙江,0.99807,未知,0.0016,浙江省,0.00034,0.0016,0.00034,0.99807
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7955.png,非浙江,1,非浙江,0.99833,浙江省,0.00167,未知,0.0,0.0,0.00167,0.99833
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7959.png,非浙江,1,非浙江,0.87149,浙江省,0.12849,未知,2e-05,2e-05,0.12849,0.87149
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7970.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7973.png,非浙江,1,非浙江,0.8956,浙江省,0.1044,未知,0.0,0.0,0.1044,0.8956
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7975.png,非浙江,1,非浙江,0.58596,浙江省,0.41403,未知,0.0,0.0,0.41403,0.58596
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7980.png,非浙江,1,非浙江,0.99893,浙江省,0.00107,未知,0.0,0.0,0.00107,0.99893
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7982.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7983.png,非浙江,1,非浙江,0.99732,浙江省,0.00267,未知,1e-05,1e-05,0.00267,0.99732
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7991.png,非浙江,1,非浙江,0.99956,浙江省,0.00044,未知,0.0,0.0,0.00044,0.99956
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7992.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7993.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7994.png,非浙江,1,非浙江,0.99966,浙江省,0.00034,未知,0.0,0.0,0.00034,0.99966
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\7999.png,非浙江,1,非浙江,0.96563,浙江省,0.03436,未知,1e-05,1e-05,0.03436,0.96563
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8002.png,非浙江,1,非浙江,0.99988,浙江省,0.00012,未知,0.0,0.0,0.00012,0.99988
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8003.png,非浙江,1,非浙江,0.99914,浙江省,0.00083,未知,3e-05,3e-05,0.00083,0.99914
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8008.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\8015.png,非浙江,1,非浙江,0.99996,浙江省,4e-05,未知,0.0,0.0,4e-05,0.99996
